No.,FREQ,NAME(全角28文字/半角14文字以内),MODE,BANK,SKIP,STEP,OFFSET,SHIFT_FREQ,ATT,SQ_TYPE,CTCSS,DCS,REV_EC,REV_FREQ,UC,GC,EC,WC,T61_LON,T61_LAT,DMR_SLOT,DMR_CC,DMR_GC,DSTAR_CS,C4FM_DG,LON,LAT
104,351.281250,ﾃﾞｼﾞﾀﾙ簡易無線3R_14ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
105,351.287500,ﾃﾞｼﾞﾀﾙ簡易無線3R_15ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
106,351.293750,ﾃﾞｼﾞﾀﾙ簡易無線3R_16ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
107,351.300000,ﾃﾞｼﾞﾀﾙ簡易無線3R_17ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
108,351.306250,ﾃﾞｼﾞﾀﾙ簡易無線3R_18ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
109,351.312500,ﾃﾞｼﾞﾀﾙ簡易無線3R_19ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
110,351.318750,ﾃﾞｼﾞﾀﾙ簡易無線3R_20ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
111,351.325000,ﾃﾞｼﾞﾀﾙ簡易無線3R_21ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
112,351.331250,ﾃﾞｼﾞﾀﾙ簡易無線3R_22ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
113,351.337500,ﾃﾞｼﾞﾀﾙ簡易無線3R_23ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
114,351.343750,ﾃﾞｼﾞﾀﾙ簡易無線3R_24ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
115,351.350000,ﾃﾞｼﾞﾀﾙ簡易無線3R_25ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
116,351.356250,ﾃﾞｼﾞﾀﾙ簡易無線3R_26ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
117,351.362500,ﾃﾞｼﾞﾀﾙ簡易無線3R_27ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
118,351.368750,ﾃﾞｼﾞﾀﾙ簡易無線3R_28ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
119,351.375000,ﾃﾞｼﾞﾀﾙ簡易無線3R_29ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
120,351.381250,ﾃﾞｼﾞﾀﾙ簡易無線3R_30ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
121,154.443750,ﾃﾞｼﾞﾀﾙ簡易無線3A_01ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
122,154.450000,ﾃﾞｼﾞﾀﾙ簡易無線3A_02ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
123,154.456250,ﾃﾞｼﾞﾀﾙ簡易無線3A_03ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
124,154.462500,ﾃﾞｼﾞﾀﾙ簡易無線3A_04ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
125,154.468750,ﾃﾞｼﾞﾀﾙ簡易無線3A_05ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
126,154.475000,ﾃﾞｼﾞﾀﾙ簡易無線3A_06ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
127,154.481250,ﾃﾞｼﾞﾀﾙ簡易無線3A_07ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
128,154.487500,ﾃﾞｼﾞﾀﾙ簡易無線3A_08ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
129,154.493750,ﾃﾞｼﾞﾀﾙ簡易無線3A_09ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
130,154.500000,ﾃﾞｼﾞﾀﾙ簡易無線3A_10ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
131,154.506250,ﾃﾞｼﾞﾀﾙ簡易無線3A_11ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
132,154.512500,ﾃﾞｼﾞﾀﾙ簡易無線3A_12ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
133,154.518750,ﾃﾞｼﾞﾀﾙ簡易無線3A_13ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
134,154.525000,ﾃﾞｼﾞﾀﾙ簡易無線3A_14ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
135,154.531250,ﾃﾞｼﾞﾀﾙ簡易無線3A_15ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
136,154.537500,ﾃﾞｼﾞﾀﾙ簡易無線3A_16ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
137,154.543750,ﾃﾞｼﾞﾀﾙ簡易無線3A_17ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
138,154.550000,ﾃﾞｼﾞﾀﾙ簡易無線3A_18ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
139,154.556250,ﾃﾞｼﾞﾀﾙ簡易無線3A_19ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
140,154.562500,ﾃﾞｼﾞﾀﾙ簡易無線3A_20ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
141,154.568750,ﾃﾞｼﾞﾀﾙ簡易無線3A_21ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
142,154.575000,ﾃﾞｼﾞﾀﾙ簡易無線3A_22ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
143,154.581250,ﾃﾞｼﾞﾀﾙ簡易無線3A_23ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
144,154.587500,ﾃﾞｼﾞﾀﾙ簡易無線3A_24ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
145,154.593750,ﾃﾞｼﾞﾀﾙ簡易無線3A_25ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
146,154.600000,ﾃﾞｼﾞﾀﾙ簡易無線3A_26ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
147,154.606250,ﾃﾞｼﾞﾀﾙ簡易無線3A_27ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
148,154.612500,ﾃﾞｼﾞﾀﾙ簡易無線3A_28ch,T98,B,OFF,6k25,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,228,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
149,154.450000,ｱﾅﾛｸﾞ簡易無線3A_01ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
150,154.470000,ｱﾅﾛｸﾞ簡易無線3A_02ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
151,154.490000,ｱﾅﾛｸﾞ簡易無線3A_03ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
152,154.510000,ｱﾅﾛｸﾞ簡易無線3A_04ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
153,154.530000,ｱﾅﾛｸﾞ簡易無線3A_05ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
154,154.550000,ｱﾅﾛｸﾞ簡易無線3A_06ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
155,154.570000,ｱﾅﾛｸﾞ簡易無線3A_07ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
156,154.590000,ｱﾅﾛｸﾞ簡易無線3A_08ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
157,154.610000,ｱﾅﾛｸﾞ簡易無線3A_09ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
158,465.037500,ｱﾅﾛｸﾞ簡易無線3B_01ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
159,465.050000,ｱﾅﾛｸﾞ簡易無線3B_02ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
160,465.062500,ｱﾅﾛｸﾞ簡易無線3B_03ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
161,465.075000,ｱﾅﾛｸﾞ簡易無線3B_04ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
162,465.087500,ｱﾅﾛｸﾞ簡易無線3B_05ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
163,465.100000,ｱﾅﾛｸﾞ簡易無線3B_06ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
164,465.112500,ｱﾅﾛｸﾞ簡易無線3B_07ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
165,465.125000,ｱﾅﾛｸﾞ簡易無線3B_08ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
166,465.137500,ｱﾅﾛｸﾞ簡易無線3B_09ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
167,465.150000,ｱﾅﾛｸﾞ簡易無線3B_10ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
168,468.550000,ｱﾅﾛｸﾞ簡易無線3B_11ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
169,468.562500,ｱﾅﾛｸﾞ簡易無線3B_12ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
170,468.575000,ｱﾅﾛｸﾞ簡易無線3B_13ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
171,468.587500,ｱﾅﾛｸﾞ簡易無線3B_14ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
172,468.600000,ｱﾅﾛｸﾞ簡易無線3B_15ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
173,468.612500,ｱﾅﾛｸﾞ簡易無線3B_16ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
174,468.625000,ｱﾅﾛｸﾞ簡易無線3B_17ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
175,468.637500,ｱﾅﾛｸﾞ簡易無線3B_18ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
176,468.650000,ｱﾅﾛｸﾞ簡易無線3B_19ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
177,468.662500,ｱﾅﾛｸﾞ簡易無線3B_20ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
178,468.675000,ｱﾅﾛｸﾞ簡易無線3B_21ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
179,468.687500,ｱﾅﾛｸﾞ簡易無線3B_22ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
180,468.700000,ｱﾅﾛｸﾞ簡易無線3B_23ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
181,468.712500,ｱﾅﾛｸﾞ簡易無線3B_24ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
182,468.725000,ｱﾅﾛｸﾞ簡易無線3B_25ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
183,468.737500,ｱﾅﾛｸﾞ簡易無線3B_26ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
184,468.750000,ｱﾅﾛｸﾞ簡易無線3B_27ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
185,468.762500,ｱﾅﾛｸﾞ簡易無線3B_28ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
186,468.775000,ｱﾅﾛｸﾞ簡易無線3B_29ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
187,468.787500,ｱﾅﾛｸﾞ簡易無線3B_30ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
188,468.800000,ｱﾅﾛｸﾞ簡易無線3B_31ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
189,468.812500,ｱﾅﾛｸﾞ簡易無線3B_32ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
190,468.825000,ｱﾅﾛｸﾞ簡易無線3B_33ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
191,468.837500,ｱﾅﾛｸﾞ簡易無線3B_34ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
192,468.850000,ｱﾅﾛｸﾞ簡易無線3B_35ch,NFM,B,OFF,25k,OFF,0.000000,OFF,OFF,670,017,OFF,2500,OFF,ALL,OFF,AUTO,123,23,AUTO,OFF,ALL,OFF,OFF,0.000000,0.000000
193,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,
